;ID;Education;Income;Kidhome;Teenhome;MntGoldProds;NumDealsPurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Age;Rlt_MntWines;Rlt_MntFruits;Rlt_MntMeatProducts;Rlt_MntFishProducts;Rlt_MntSweetProducts;TotalProducts;Rlt_NumWebPurchases;Rlt_NumCatalogPurchases;Rlt_NumStorePurchases;TotalPurchases;MeanPurchase;AcpCamps;Marital_Status_Divorced;Marital_Status_Married;Marital_Status_Single;Marital_Status_Together;Marital_Status_Widow;InterestGroup;ConsumptionLevel
585;2453;3;62807,0;0;1;99;3;5;0;0;0;0;0;0;0;52;73,06;3,89;18,75;1,39;2,92;720;25,0;15,0;60,0;20;34,33;0;0;0;0;1;0;2;1
586;7972;3;72906,0;0;0;54;1;1;0;0;0;0;0;0;0;58;36,46;2,92;47,31;6,47;6,84;1097;18,75;25,0;56,25;16;64,59;0;0;0;1;0;0;1;1
587;895;5;61467,0;0;2;49;3;5;0;0;0;0;0;0;0;64;75,23;2,94;20,92;0,0;0,92;545;29,41;11,76;58,82;17;30,33;0;0;1;0;0;0;2;1
588;1177;4;49618,0;1;1;14;4;7;0;0;0;0;0;0;0;47;69,57;2,61;22,61;3,48;1,74;115;42,86;14,29;42,86;7;14,5;0;0;0;0;1;0;2;2
589;7141;4;21888,0;1;0;64;4;10;0;0;0;0;0;0;1;26;59,06;6,71;30,87;1,34;2,01;149;62,5;12,5;25,0;8;16,67;0;0;0;1;0;0;1;2
590;7232;3;42429,0;0;1;4;2;5;0;0;0;0;0;0;0;41;87,3;0,0;9,52;3,17;0,0;63;20,0;20,0;60,0;5;10,67;0;0;0;0;0;1;2;2
591;8477;3;26150,0;2;1;1;1;7;0;0;0;0;0;0;0;57;18,52;3,7;48,15;11,11;18,52;27;25,0;0,0;75,0;4;5,6;0;1;0;0;0;0;1;2
592;2457;1;30801,0;0;1;11;2;7;0;0;0;0;0;0;0;37;23,53;11,76;14,71;44,12;5,88;34;25,0;0,0;75,0;4;7,0;0;0;1;0;0;0;3;2
593;988;3;81168,0;0;0;22;1;3;0;0;0;1;0;0;0;49;35,01;0,0;50,56;12,55;1,88;1171;35,29;23,53;41,18;17;65,11;1;0;1;0;0;0;1;1
594;7930;4;26877,0;0;0;40;2;6;0;0;0;0;0;0;0;44;44,3;5,7;33,33;8,77;7,89;228;30,0;10,0;60,0;10;20,82;0;0;0;1;0;0;1;2
595;4587;4;45006,0;0;0;10;1;3;0;0;0;0;0;0;0;69;63,28;9,77;20,7;6,25;0,0;256;27,27;9,09;63,64;11;21,42;0;0;0;0;0;1;2;2
596;6682;1;18978,0;1;0;15;1;8;0;0;0;0;0;0;0;39;9,09;36,36;4,55;18,18;31,82;22;25,0;0,0;75,0;4;4,6;0;0;1;0;0;0;5;2
597;6222;3;22574,0;2;1;2;2;7;0;0;0;0;0;0;0;46;71,43;0,0;22,86;5,71;0,0;35;40,0;0,0;60,0;5;6,0;0;0;1;0;0;0;2;2
598;10299;5;48240,0;0;0;41;3;5;0;0;0;0;0;0;1;43;46,25;10,82;29,49;7,61;5,83;841;27,27;13,64;59,09;22;36,61;0;0;0;1;0;0;1;1
599;3083;3;45837,0;1;1;24;5;7;0;0;0;0;0;0;0;39;61,6;3,72;24,93;4,87;4,87;349;46,15;15,38;38,46;13;25,0;0;0;1;0;0;0;2;2
600;8953;4;35791,0;2;1;3;2;8;0;0;0;0;0;0;0;48;84,38;0,0;15,62;0,0;0,0;32;25,0;0,0;75,0;4;6,6;0;0;0;1;0;0;2;2
601;1503;5;162397,0;1;1;2;0;1;0;0;0;0;0;0;0;37;80,95;0,95;15,24;1,9;0,95;105;0,0;0,0;100,0;1;53,0;0;0;0;0;1;0;2;2
602;8650;3;54162,0;1;1;10;1;4;0;0;0;0;0;0;0;35;15,62;18,75;31,25;18,75;15,62;32;25,0;0,0;75,0;4;6,6;0;0;0;0;0;1;3;2
603;10862;4;30522,0;0;1;26;5;2;0;0;0;0;0;0;0;52;59,67;2,67;27,67;6,33;3,67;300;8,33;16,67;75,0;12;23,15;0;0;1;0;0;0;2;2
604;2782;5;54456,0;0;1;15;3;6;0;0;0;0;0;0;0;52;90,49;0,0;6,94;2,57;0,0;389;42,86;7,14;50,0;14;26,0;0;0;1;0;0;0;2;2
605;6941;3;31632,0;0;0;32;1;7;0;0;0;0;0;0;0;42;26,98;12,7;19,05;17,46;23,81;63;40,0;20,0;40,0;5;10,67;0;0;0;1;0;0;5;2
606;10972;3;72298,0;0;0;35;1;1;0;1;1;0;0;0;0;65;69,14;3,87;18,69;6,42;1,88;904;30,77;23,08;46,15;13;64,64;2;0;0;0;0;1;2;1
607;10708;2;36975,0;1;0;2;1;7;0;0;0;0;0;0;0;35;32,26;19,35;35,48;0,0;12,9;31;25,0;0,0;75,0;4;6,4;0;0;0;1;0;0;5;2
608;6583;2;72635,0;0;0;107;1;3;0;0;0;1;0;0;0;58;44,62;2,52;36,96;11,9;4,0;874;30,0;40,0;30,0;20;41,67;1;0;1;0;0;0;4;1
609;3641;3;13624,0;1;0;6;2;6;0;0;0;0;0;0;0;37;33,33;6,67;50,0;6,67;3,33;30;40,0;0,0;60,0;5;5,17;0;0;1;0;0;0;1;2
610;10156;3;84196,0;0;1;190;1;3;0;0;0;0;0;0;0;38;20,53;6,02;48,42;22,06;2,96;1047;42,11;21,05;36,84;19;52,4;0;0;0;1;0;0;4;1
611;4299;3;70971,0;0;1;17;7;7;0;0;0;0;0;0;1;52;55,37;0,94;31,64;5,14;6,91;1808;40,74;40,74;18,52;27;64,61;0;0;0;0;1;0;1;1
612;3469;5;34487,0;1;1;8;3;9;0;0;0;0;0;0;0;35;20,0;18,95;34,74;25,26;1,05;95;50,0;0,0;50,0;6;13,71;0;1;0;0;0;0;3;2
613;5063;3;28769,0;1;0;3;3;9;0;0;0;0;0;0;0;35;21,81;2,66;68,62;5,32;1,6;188;44,44;11,11;44,44;9;18,9;0;0;0;1;0;0;1;2
614;10727;5;69084,0;1;0;30;2;8;0;0;0;0;0;0;0;43;75,9;6,88;12,79;2,51;1,93;1556;30,43;13,04;56,52;23;64,88;0;0;1;0;0;0;2;1
615;9624;5;65488,0;0;0;54;1;1;0;0;0;0;0;0;0;56;66,34;4,95;22,77;3,96;1,98;909;23,08;30,77;46,15;13;65,0;0;0;0;0;1;0;2;1
616;5156;2;62466,0;0;1;83;5;4;0;0;0;0;0;0;0;44;16,0;16,0;32,13;20,84;15,01;806;28,57;14,29;57,14;21;36,68;0;0;1;0;0;0;3;1
617;4376;2;32218,0;0;0;30;1;7;1;0;0;0;0;0;1;54;15,87;38,1;23,81;20,63;1,59;63;33,33;16,67;50,0;6;9,14;1;0;0;1;0;0;3;2
618;8923;3;83917,0;0;0;79;1;3;0;0;0;0;0;0;1;40;34,08;1,46;48,54;2,79;13,13;1508;30,0;35,0;35,0;20;71,86;0;0;0;1;0;0;1;1
619;8461;3;46102,0;2;1;1;1;7;0;0;0;0;0;0;0;52;93,33;0,0;6,67;0,0;0,0;15;33,33;0,0;66,67;3;4,0;0;1;0;0;0;0;2;2
620;6945;3;84574,0;0;0;163;1;5;0;0;0;0;0;0;0;61;31,93;1,65;58,83;3,14;4,46;1212;29,03;35,48;35,48;31;37,91;0;0;0;1;0;0;4;1
621;944;3;56181,0;0;1;48;1;4;0;0;0;0;0;0;0;51;35,07;29,86;20,0;2,32;12,75;345;30,77;15,38;53,85;13;24,71;0;0;1;0;0;0;5;2
622;1907;4;63120,0;0;1;69;5;7;0;0;0;0;0;0;1;62;68,54;4,9;19,82;3,84;2,91;1408;38,1;19,05;42,86;21;64,05;0;1;0;0;0;0;2;1
623;701;3;73691,0;0;1;73;2;2;1;0;0;0;0;0;0;42;63,92;1,9;22,6;7,69;3,89;1106;37,5;12,5;50,0;16;65,12;1;0;1;0;0;0;2;1
624;3856;3;63381,0;0;1;159;4;2;0;0;0;0;0;0;0;52;67,49;5,91;16,78;3,9;5,91;846;18,18;22,73;59,09;22;36,83;0;0;0;0;1;0;4;1
625;4149;5;76140,0;0;0;26;1;2;0;0;0;0;0;0;0;66;44,33;4,99;49,39;1,29;0,0;1322;25,0;45,0;30,0;20;63,0;0;0;0;0;1;0;1;1
626;2131;5;62859,0;0;1;25;4;6;0;0;0;0;0;0;0;53;82,92;6,94;7,96;1,25;0,94;1282;47,37;21,05;31,58;19;64,15;0;1;0;0;0;0;2;1
627;2942;3;45906,0;0;1;144;2;5;1;0;0;0;0;0;0;49;89,18;0,88;7,89;1,17;0,88;342;38,46;30,77;30,77;13;24,5;1;0;0;1;0;0;4;2
628;1173;4;77632,0;0;0;147;1;2;0;1;1;0;0;0;1;66;57,01;4,99;36,01;0,0;2,0;2105;33,33;16,67;50,0;12;162,0;2;0;0;0;1;0;4;1
629;4381;5;46463,0;1;1;11;7;6;0;0;0;0;0;0;0;42;72,77;0,89;17,86;3,57;4,91;224;30,0;10,0;60,0;10;20,45;0;0;1;0;0;0;2;2
630;4611;3;105471,0;0;0;207;0;3;0;0;1;1;0;0;1;43;66,51;11,93;6,86;13,32;1,38;1517;30,0;26,67;43,33;30;48,97;2;0;0;0;1;0;4;1
631;3376;4;55282,0;1;0;19;1;4;0;0;0;0;0;0;0;43;57,87;2,78;33,8;3,7;1,85;216;30,0;10,0;60,0;10;19,73;0;1;0;0;0;0;1;2
632;4679;4;78710,0;0;1;50;3;4;0;0;0;0;0;0;0;37;69,19;0,0;14,59;11,42;4,8;1042;28,0;24,0;48,0;25;40,12;0;0;1;0;0;0;2;1
633;10928;3;66886,0;0;1;146;2;5;0;0;0;0;0;0;0;55;69,54;0,88;13,69;9,05;6,84;453;46,67;6,67;46,67;15;28,38;0;0;0;0;1;0;4;2
634;4248;4;98777,0;0;0;38;0;1;0;1;0;0;0;0;0;54;50,76;0,96;36,09;6,35;5,84;1970;21,05;31,58;47,37;19;98,55;1;0;0;1;0;0;1;1
635;6728;3;29103,0;1;0;6;2;9;0;0;0;0;0;0;0;27;38,1;0,0;40,48;14,29;7,14;42;25,0;0,0;75,0;4;8,6;0;0;0;0;1;0;1;2
636;6661;3;67445,0;0;1;11;5;6;0;0;0;0;0;0;0;38;65,09;6,88;18,66;2,49;6,88;1163;33,33;22,22;44,44;27;41,57;0;0;1;0;0;0;2;1
637;4725;5;50616,0;0;1;9;1;2;0;0;0;0;0;0;0;64;51,72;3,45;43,1;0,0;1,72;58;16,67;16,67;66,67;6;8,43;0;0;0;0;1;0;1;2
638;3277;3;49431,0;0;1;17;2;8;0;0;0;0;0;0;0;57;62,93;0,86;28,74;7,47;0,0;348;53,85;7,69;38,46;13;24,93;0;1;0;0;0;0;2;2
639;5555;3;153924,0;0;0;1;0;0;0;0;0;0;0;0;0;39;20,0;20,0;20,0;20,0;20,0;5;0,0;0,0;0,0;0;6,0;0;1;0;0;0;0;5;2
640;2564;3;61278,0;0;1;15;2;6;0;0;0;0;0;0;0;61;74,0;2,0;18,67;1,33;4,0;150;37,5;12,5;50,0;8;16,78;0;0;0;0;1;0;2;2
641;946;2;26490,0;0;0;25;2;6;0;0;0;0;0;0;0;54;24,32;25,41;28,11;11,35;10,81;185;33,33;11,11;55,56;9;18,6;0;0;0;0;1;0;5;2
642;3867;5;73059,0;0;1;71;1;4;0;0;0;0;0;0;0;66;40,04;10,94;41,02;0,0;8,01;1024;36,0;12,0;52,0;25;39,42;0;0;0;0;1;0;1;1
643;6940;5;46734,0;1;2;76;4;6;1;0;0;0;0;0;0;47;68,03;0,68;26,53;4,08;0,68;147;37,5;25,0;37,5;8;16,44;1;0;0;1;0;0;2;2
644;55;3;56253,0;0;1;5;4;6;0;0;0;0;0;0;0;49;85,98;0,0;10,98;1,18;1,86;592;38,89;11,11;50,0;18;31,21;0;0;0;0;1;0;2;1
645;7093;3;19986,0;1;0;6;1;7;0;0;0;0;0;0;0;28;18,75;37,5;31,25;0,0;12,5;16;0,0;0,0;100,0;3;4,25;0;0;1;0;0;0;5;2
646;5084;3;58330,0;0;1;151;1;4;0;0;0;0;0;0;0;38;48,74;5,81;23,33;11,39;10,73;913;26,09;17,39;56,52;23;38,08;0;0;0;0;0;1;4;1
647;1777;1;25965,0;0;0;11;1;8;0;0;0;0;0;0;0;32;3,17;3,17;17,46;65,08;11,11;63;40,0;0,0;60,0;5;10,67;0;0;1;0;0;0;3;2
648;8162;4;14661,0;0;0;2;1;6;0;0;0;0;0;0;0;57;16,67;4,17;45,83;25,0;8,33;24;25,0;0,0;75,0;4;5,0;0;0;0;0;1;0;3;2
649;10826;3;18690,0;0;0;19;1;8;0;0;0;0;0;0;0;53;14,63;2,44;17,07;56,1;9,76;41;25,0;25,0;50,0;4;8,4;0;0;1;0;0;0;3;2
650;8754;5;45068,0;0;1;3;1;7;0;0;0;0;0;0;0;39;82,35;0,0;17,65;0,0;0,0;17;33,33;0,0;66,67;3;4,5;0;0;0;0;1;0;2;2
651;1987;1;21063,0;1;0;15;2;6;0;0;0;0;0;0;0;26;2,27;22,73;25,0;43,18;6,82;44;40,0;0,0;60,0;5;7,5;0;0;0;1;0;0;3;2
652;11007;5;29187,0;1;0;2;1;8;0;0;0;0;0;0;0;45;81,25;0,0;18,75;0,0;0,0;32;25,0;0,0;75,0;4;6,6;0;0;1;0;0;0;2;2
653;7426;2;54690,0;1;1;18;3;3;0;0;0;0;0;0;0;42;61,67;8,89;20,56;3,89;5,0;180;33,33;11,11;55,56;9;18,1;0;0;1;0;0;0;2;2
654;9153;5;59304,0;0;1;10;3;5;0;0;0;0;0;0;0;49;40,27;5,88;41,23;7,71;4,91;1038;28,0;32,0;40,0;25;39,96;0;0;1;0;0;0;1;1
655;10379;4;59247,0;0;2;83;5;6;0;0;0;0;0;0;0;51;66,6;1,83;24,85;3,87;2,85;491;31,25;12,5;56,25;16;28,94;0;0;0;1;0;0;2;2
656;9204;3;66731,0;0;1;141;4;3;0;0;0;0;0;0;0;42;41,78;17,91;21,85;6,53;11,94;888;30,77;23,08;46,15;13;63,5;0;0;0;0;0;1;4;1
657;3197;3;77353,0;0;1;59;2;4;0;0;0;0;0;0;0;33;45,01;9,66;17,51;11,29;16,53;611;33,33;22,22;44,44;18;32,21;0;0;1;0;0;0;1;1
658;2920;5;52614,0;0;1;38;2;8;0;0;0;0;0;0;0;37;82,88;0,0;14,92;1,26;0,95;952;14,29;28,57;57,14;14;63,53;0;0;0;1;0;0;2;1
659;6961;3;26751,0;2;0;1;1;8;0;0;0;0;0;0;0;40;10,0;10,0;50,0;0,0;30,0;10;33,33;0,0;66,67;3;2,75;0;0;1;0;0;0;5;2
660;4673;5;81300,0;0;1;36;3;5;0;0;0;1;0;0;1;49;83,32;1,0;12,03;2,66;1,0;1205;55,56;16,67;27,78;18;63,47;1;0;1;0;0;0;2;1
661;9937;3;70337,0;0;0;91;1;1;0;0;0;0;0;0;0;35;38,56;16,7;30,72;5,15;8,87;485;12,5;12,5;75,0;16;28,59;0;0;0;1;0;0;4;2
662;8779;2;36145,0;1;0;18;4;9;1;0;0;0;0;0;1;28;36,36;2,6;49,35;11,04;0,65;154;50,0;12,5;37,5;8;17,22;1;0;1;0;0;0;1;2
663;9596;5;65295,0;0;0;6;1;2;0;0;0;0;0;0;0;33;55,47;4,86;17,78;5,17;16,72;658;15,79;15,79;68,42;19;32,95;0;0;0;1;0;0;2;1
664;2891;3;68118,0;0;1;154;2;6;0;0;0;0;0;0;0;50;76,87;2,97;15,89;1,29;2,97;774;38,1;42,86;19,05;21;35,23;0;1;0;0;0;0;4;1
665;4910;3;68743,0;0;0;115;1;7;0;0;0;0;0;0;0;45;57,78;6,84;19,6;8,93;6,84;1959;37,93;17,24;44,83;29;65,33;0;1;0;0;0;0;4;1
666;75;2;41039,0;0;0;45;1;8;0;0;0;0;0;0;0;31;8,06;2,61;32,46;42,42;14,45;422;57,14;7,14;35,71;14;28,2;0;0;0;0;1;0;3;2
667;10120;3;38946,0;0;1;41;2;5;0;0;0;0;0;0;0;58;53,7;2,78;37,96;2,78;2,78;216;30,0;10,0;60,0;10;19,73;0;0;0;0;1;0;1;2
668;6327;3;65777,0;0;0;54;1;1;0;0;0;0;0;0;0;46;51,74;2,93;39,84;2,56;2,93;1092;12,5;50,0;37,5;16;64,29;0;0;0;0;1;0;1;1
669;10142;5;66476,0;0;1;78;2;4;0;0;0;0;0;0;0;37;60,88;2,95;20,62;7,69;7,86;611;27,78;11,11;61,11;18;32,21;0;1;0;0;0;0;2;1
670;9826;5;86857,0;0;0;40;1;2;0;0;0;0;0;0;1;40;43,35;4,92;40,41;6,41;4,92;2074;23,81;28,57;47,62;21;94,32;0;0;0;1;0;0;1;1
671;1501;5;160803,0;0;0;4;15;0;0;0;0;0;0;0;0;30;3,21;0,93;94,69;0,99;0,18;1713;0,0;96,55;3,45;29;57,13;0;0;1;0;0;0;1;1
672;10767;5;77845,0;0;0;26;1;1;0;0;1;1;0;0;0;25;57,58;3,03;36,36;0,0;3,03;1320;15,0;25,0;60,0;20;62,9;2;0;0;0;1;0;1;1
673;7279;5;69476,0;0;0;67;1;2;0;0;0;0;0;0;0;44;26,61;8,8;57,22;6,45;0,92;977;28,57;42,86;28,57;14;65,2;0;0;0;0;1;0;1;1
674;7230;5;50611,0;0;1;4;6;6;0;1;0;0;0;0;1;52;93,87;0,0;4,91;1,23;0,0;489;25,0;31,25;43,75;16;28,82;1;1;0;0;0;0;2;2
675;143;3;61209,0;0;0;99;1;2;0;0;0;0;0;0;0;43;54,31;0,0;26,11;13,87;5,71;858;41,67;25,0;33,33;12;66,08;0;0;0;1;0;0;4;1
676;450;4;42315,0;0;1;80;3;3;0;0;0;0;0;0;0;55;35,26;7,89;42,11;8,95;5,79;190;11,11;44,44;44,44;9;19,1;0;0;0;0;1;0;1;2
677;9316;1;13084,0;0;0;10;1;6;0;0;0;0;0;0;0;61;10,53;0,0;36,84;15,79;36,84;19;25,0;0,0;75,0;4;4,0;0;0;0;0;1;0;5;2
678;6379;4;47570,0;1;1;31;3;7;0;0;0;0;0;0;1;64;74,44;1,11;22,22;0,0;2,22;90;33,33;33,33;33,33;6;13,0;0;0;0;0;0;1;2;2
679;9239;4;61923,0;0;2;6;1;3;0;0;0;0;0;0;0;52;76,67;3,33;15,0;2,5;2,5;120;28,57;14,29;57,14;7;15,12;0;0;1;0;0;0;2;2
680;8315;3;34824,0;0;0;4;1;6;0;0;0;0;0;0;0;19;21,05;10,53;57,89;10,53;0,0;19;33,33;0,0;66,67;3;5,0;0;0;0;1;0;0;1;2
681;2868;5;26518,0;1;1;2;3;8;0;0;0;0;0;0;1;64;36,36;1,82;50,91;5,45;5,45;55;40,0;0,0;60,0;5;9,33;0;0;0;1;0;0;1;2
682;10888;3;45938,0;0;0;29;2;6;0;0;0;0;0;0;0;52;44,98;1,81;29,32;10,21;13,67;607;44,44;22,22;33,33;18;32,0;0;0;0;1;0;0;1;1
683;1277;3;78468,0;0;0;34;1;4;0;0;0;1;0;0;0;54;44,74;2,27;40,0;10,72;2,27;970;37,04;25,93;37,04;27;34,68;1;0;0;0;1;0;1;1
684;9977;3;78901,0;0;1;34;3;4;0;0;0;0;0;0;0;40;45,86;1,57;44,14;4,71;3,71;700;52,94;17,65;29,41;17;38,94;0;1;0;0;0;0;1;1
685;10196;3;71427,0;2;0;23;2;4;0;0;0;0;0;0;0;36;35,87;20,81;29,95;2,54;10,83;591;44,44;11,11;44,44;18;31,16;0;0;1;0;0;0;5;1
686;6384;3;71022,0;0;1;242;3;8;1;0;0;0;0;0;0;36;75,06;0,99;22,96;0,0;0,99;1211;27,78;11,11;61,11;18;63,79;1;1;0;0;0;0;4;1
687;8029;4;90247,0;0;0;16;1;1;0;1;1;1;0;0;1;26;73,77;1,99;21,93;1,31;1,0;1605;21,43;28,57;50,0;14;107,07;3;0;0;1;0;0;2;1
688;968;4;41335,0;1;0;5;3;7;0;0;0;0;0;0;0;45;61,54;10,44;11,54;8,79;7,69;182;44,44;11,11;44,44;9;18,3;0;1;0;0;0;0;2;2
689;6988;3;71952,0;1;0;93;2;4;1;0;1;0;0;0;0;27;48,59;5,93;33,7;3,85;7,93;1350;40,0;20,0;40,0;20;64,33;2;0;1;0;0;0;4;1
690;4472;5;35682,0;1;0;18;1;2;0;0;0;0;0;0;0;44;58,97;0,0;20,51;15,38;5,13;39;20,0;20,0;60,0;5;6,67;0;1;0;0;0;0;2;2
691;6991;3;43185,0;0;1;30;2;8;0;0;0;0;0;0;0;62;88,47;0,99;6,92;2,64;0,99;607;50,0;16,67;33,33;18;32,0;0;1;0;0;0;0;2;1
692;3336;5;66375,0;0;1;191;3;7;1;0;0;0;0;0;0;65;94,06;0,0;5,94;0,0;0,0;757;18,18;36,36;45,45;11;63,17;1;0;0;0;1;0;4;1
693;4301;4;35178,0;1;0;18;1;7;1;0;0;0;0;0;1;42;56,1;2,44;31,71;4,88;4,88;41;25,0;25,0;50,0;4;8,4;1;0;1;0;0;0;1;2
694;1940;3;25252,0;1;0;6;1;8;0;0;0;0;0;0;0;27;8,33;25,0;33,33;16,67;16,67;12;33,33;0,0;66,67;3;3,25;0;0;1;0;0;0;5;2
695;1272;4;55250,0;0;1;66;4;5;0;0;0;0;0;0;0;47;79,33;6,93;9,92;3,82;0,0;837;31,82;22,73;45,45;22;36,43;0;0;0;1;0;0;2;1
696;1388;3;33249,0;1;0;42;2;6;0;0;0;0;0;0;0;38;8,57;14,29;30,0;27,14;20,0;70;33,33;16,67;50,0;6;10,14;0;0;0;1;0;0;3;2
697;1044;3;58398,0;0;0;49;3;4;0;0;0;0;0;0;0;60;54,66;0,91;36,75;3,84;3,84;547;29,41;23,53;47,06;17;30,44;0;0;0;0;1;0;1;1
698;6969;3;50272,0;1;0;4;3;7;0;0;0;0;0;0;0;31;43,23;5,68;28,82;18,78;3,49;229;40,0;10,0;50,0;10;20,91;0;0;0;0;1;0;1;2
699;10479;5;76618,0;0;0;147;1;1;0;0;0;0;0;0;0;37;54,91;2,93;21,55;8,87;11,73;1364;30,0;20,0;50,0;10;124,09;0;0;1;0;0;0;4;1
700;3619;2;87305,0;0;0;80;1;2;0;0;1;0;0;0;1;52;32,18;2,33;46,74;5,88;12,87;1072;31,25;18,75;50,0;16;63,12;1;1;0;0;0;0;1;1
701;1715;3;25851,0;1;0;5;2;7;0;0;0;0;0;0;0;35;20,93;9,3;41,86;16,28;11,63;43;40,0;0,0;60,0;5;7,33;0;0;0;0;1;0;1;2
702;10159;3;58710,0;0;1;174;6;6;0;0;0;0;0;0;0;43;43,52;8,01;36,4;0,0;12,07;1011;44,0;20,0;36,0;25;38,92;0;1;0;0;0;0;4;1
703;1463;3;45160,0;1;1;3;1;7;0;0;0;0;0;0;0;56;44,44;11,11;27,78;16,67;0,0;18;33,33;0,0;66,67;3;4,75;0;0;0;1;0;0;1;2
704;5114;4;74806,0;0;1;9;2;4;0;0;0;0;0;0;0;47;70,08;0,94;26,05;0,0;2,93;956;35,71;28,57;35,71;14;63,8;0;0;1;0;0;0;2;1
705;4990;3;59111,0;0;0;155;1;7;0;0;0;0;0;0;0;59;73,39;0,0;18,77;3,92;3,92;714;55,0;5,0;40,0;20;34,05;0;0;1;0;0;0;4;1
706;4329;5;18988,0;1;0;1;2;7;0;0;0;0;0;0;0;30;40,0;0,0;40,0;13,33;6,67;15;25,0;0,0;75,0;4;3,2;0;0;1;0;0;0;1;2
707;10936;3;72190,0;0;0;249;1;3;0;0;0;0;0;0;0;48;35,16;9,78;35,16;10,13;9,78;1698;33,33;40,0;26,67;15;106,19;0;0;1;0;0;0;4;1
708;4692;3;7500,0;1;0;32;5;9;1;0;0;0;0;0;1;36;17,95;0,0;30,77;33,33;17,95;39;57,14;14,29;28,57;7;5,0;1;0;1;0;0;0;3;2
709;7212;3;44794,0;0;1;4;1;6;0;0;0;0;0;0;0;48;88,52;0,0;11,48;0,0;0,0;61;40,0;0,0;60,0;5;10,33;0;0;1;0;0;0;2;2
710;6086;3;80395,0;0;0;48;1;2;0;0;0;1;0;0;0;58;33,41;1,88;53,0;6,01;5,71;1332;26,09;21,74;52,17;23;55,54;1;0;1;0;0;0;1;1
711;437;4;75012,0;0;0;151;1;1;0;0;0;0;0;0;0;38;33,56;16,21;24,89;18,72;6,62;876;13,64;36,36;50,0;22;38,13;0;1;0;0;0;0;4;1
712;11171;4;56962,0;2;1;26;7;7;0;0;0;0;0;0;0;48;75,84;0,78;20,0;2,6;0,78;385;42,86;21,43;35,71;14;25,73;0;0;1;0;0;0;2;2
713;11101;3;89891,0;0;0;183;1;4;0;0;1;0;0;0;0;22;63,09;3,37;20,21;9,04;4,29;653;44,0;24,0;32,0;25;25,15;1;0;0;0;1;0;4;1
714;5329;5;35946,0;1;1;0;1;5;0;0;0;0;0;0;0;64;72,73;0,0;27,27;0,0;0,0;11;0,0;0,0;100,0;3;3,0;0;1;0;0;0;0;2;2
715;610;5;53593,0;1;1;43;8;8;0;0;0;0;0;0;0;59;79,86;0,92;17,85;1,37;0,0;437;46,67;13,33;40,0;15;27,38;0;0;0;0;1;0;2;2
716;9384;3;66373,0;1;1;109;7;3;0;0;0;0;0;0;0;35;66,0;1,81;24,95;2,41;4,83;497;25,0;12,5;62,5;16;29,29;0;0;1;0;0;0;4;2
717;5956;5;45072,0;1;2;30;5;8;0;0;0;0;0;0;0;65;56,69;0,79;38,98;2,76;0,79;254;54,55;9,09;36,36;11;21,25;0;1;0;0;0;0;1;2
718;10430;3;89694,0;1;1;42;3;5;0;1;1;1;0;0;0;40;78,74;1,96;14,76;2,59;1,96;1430;36,36;27,27;36,36;11;119,25;3;1;0;0;0;0;2;1
719;7875;3;72025,0;0;0;0;1;2;0;1;1;1;0;0;1;65;57,66;0,0;36,79;2,56;2,98;1677;16,0;32,0;52,0;25;64,54;3;0;1;0;0;0;1;1
720;7072;3;67432,0;0;1;170;2;4;0;0;0;0;0;0;0;40;37,08;6,78;29,27;15,19;11,67;1165;47,06;29,41;23,53;17;64,78;0;0;1;0;0;0;4;1
721;6255;4;70545,0;0;1;21;1;2;0;0;0;0;0;0;0;62;44,09;12,46;20,13;17,57;5,75;313;33,33;8,33;58,33;12;24,15;0;0;0;0;1;0;3;2
722;6516;1;17487,0;1;0;6;1;7;0;0;0;0;0;0;0;24;0,0;0,0;8,33;58,33;33,33;12;33,33;0,0;66,67;3;3,25;0;0;1;0;0;0;3;2
723;5564;3;62882,0;0;1;97;2;4;0;0;0;0;0;0;0;43;41,02;10,72;40,05;6,29;1,93;1241;38,89;27,78;33,33;18;65,37;0;0;0;0;1;0;1;1
724;5682;5;64108,0;0;1;21;4;5;0;0;0;0;0;0;0;60;87,94;0,93;7,98;1,21;1,95;1078;23,08;34,62;42,31;26;39,96;0;0;0;1;0;0;2;1
725;7458;4;34941,0;1;1;24;2;8;0;0;0;0;0;0;0;57;53,42;2,74;34,25;5,48;4,11;73;50,0;0,0;50,0;6;10,57;0;0;0;0;1;0;1;2
726;5237;5;48767,0;1;2;10;3;5;0;0;0;0;0;0;0;64;52,83;1,89;39,62;5,66;0,0;53;33,33;16,67;50,0;6;7,71;0;0;0;1;0;0;1;2
727;7761;2;38702,0;1;0;40;2;6;0;0;0;0;0;0;0;35;18,84;15,94;34,78;18,84;11,59;69;42,86;0,0;57,14;7;8,75;0;0;0;0;1;0;3;2
728;5278;3;82224,0;0;0;40;1;3;0;0;0;1;0;0;0;50;35,61;3,02;41,76;16,01;3,6;862;30,0;45,0;25,0;20;41,1;1;0;1;0;0;0;1;1
729;3560;3;83844,0;0;0;191;1;1;0;0;1;0;0;0;0;61;65,15;2,24;24,95;5,42;2,24;1383;21,05;21,05;57,89;19;69,2;1;0;0;0;1;0;4;1
